,start_timestamp,frame,actual_timestamp,area,probability
28553,1574269794,354,1574269817,213248,0.9791920185089111
28561,1574269794,540,1574269830,84458,0.7909463047981262
28575,1574269794,904,1574269854,95475,0.9895547032356262
28585,1574269794,1034,1574269862,196800,0.9944473505020142
28599,1574269794,1136,1574269869,266448,0.9994773864746094
28626,1574267004,188,1574267016,248436,0.9992731213569641
28646,1574267004,930,1574267066,92276,0.9005408883094788
28656,1574272131,72,1574272135,185667,0.840857744216919
28661,1574272131,182,1574272143,95772,0.9500146508216858
28720,1573247357,2476,1573247522,151029,0.9257160425186157
28731,1573837567,278,1573837585,293494,0.9985901117324829
28746,1573837567,640,1573837609,174174,0.9351117610931396
28753,1573675899,398,1573675925,200912,0.9946349859237671
28767,1573675899,468,1573675930,251069,0.9954757690429688
28793,1573680920,792,1573680972,87255,0.9556128978729248
28814,1574263329,62,1574263333,194940,0.9966712594032288
28826,1574263329,602,1574263369,199206,0.992118775844574
28837,1574263329,934,1574263391,142800,0.9915433526039124
28848,1574263329,1084,1574263401,189350,0.9984217882156372
28862,1574263329,1450,1574263425,309060,0.9953126907348633
28868,1574263329,1462,1574263426,276276,0.9748473167419434
28910,1574256386,78,1574256391,159576,0.811269998550415
28920,1574257799,98,1574257805,181566,0.9470343589782715
28932,1574257799,572,1574257837,210240,0.9975879192352295
28951,1574257799,1276,1574257884,215200,0.958083987236023
28961,1574257799,1632,1574257907,103664,0.9574488401412964
28988,1573824415,378,1573824440,111296,0.7982825636863708
28993,1573824415,582,1573824453,210160,0.9961410164833069
28997,1573824415,708,1573824462,140494,0.8623291254043579
29040,1573667176,510,1573667210,146421,0.9877455234527588
29047,1573667176,584,1573667214,293632,0.9983976483345032
29068,1573667176,1128,1573667251,130622,0.8756020665168762
68619,1573667296,2,1573667296,231401,0.9696187973022461
29121,1573245830,212,1573245844,162680,0.9838382601737976
29150,1573662430,794,1573662482,56643,0.8875504732131958
29157,1574187714,652,1574187757,90630,0.9620765447616577
29163,1574187714,1260,1574187798,80088,0.9740663766860962
29168,1574187714,1584,1574187819,130290,0.9566614627838135
29173,1574192550,60,1574192554,84942,0.7100057005882263
29180,1574192550,724,1574192598,255420,0.9823431372642517
29194,1574192550,1702,1574192663,89240,0.979242742061615
29205,1573660291,12,1573660291,82980,0.8555002808570862
29212,1573660291,364,1573660315,141512,0.9595062136650085
29221,1573660291,1002,1573660357,157832,0.9908223152160645
29227,1573660291,1292,1573660377,208208,0.9891652464866638
29233,1573660291,1498,1573660390,137690,0.9474183320999146
29240,1573660291,1622,1573660399,312180,0.999258279800415
29255,1573655186,474,1573655217,145530,0.7686701416969299
29286,1573243760,1056,1573243830,139536,0.8601929545402527
29306,1573243760,1316,1573243847,269451,0.9946645498275757
29327,1573653105,948,1573653168,168544,0.9714316725730896
29336,1573653105,1736,1573653220,112640,0.969154953956604
29341,1573654033,30,1573654035,191684,0.8923420310020447
29350,1573649280,316,1573649301,82368,0.9267203211784363
29354,1573649280,740,1573649329,222300,0.9981747269630432
29364,1574182231,50,1574182234,125994,0.941888153553009
29373,1574182231,202,1574182244,170430,0.9499655961990356
29379,1574182231,456,1574182261,141520,0.9863486886024475
29386,1574182231,1162,1574182308,146224,0.9977436661720276
29401,1574182231,1678,1574182342,322465,0.9963237643241882
29429,1573242530,174,1573242541,307992,0.9990143775939941
29444,1573242530,590,1573242569,283880,0.9896664023399353
29479,1574179965,76,1574179970,194285,0.9894250631332397
29485,1574179965,336,1574179987,361305,0.9971175789833069
29504,1574179965,462,1574179995,194184,0.9953175187110901
29511,1574179965,724,1574180013,151998,0.9780954718589783
29520,1574179965,1584,1574180070,189267,0.853086531162262
29544,1573644103,1262,1573644187,154258,0.7985817790031433
29546,1573644941,64,1573644945,149732,0.8598393201828003
29555,1573644941,1028,1573645009,169974,0.8031991124153137
29561,1574176923,346,1574176946,95550,0.7998707294464111
29570,1574176923,1390,1574177015,206145,0.999007523059845
29580,1574177908,52,1574177911,137888,0.789487361907959
29586,1574177908,196,1574177921,189162,0.8228510022163391
57305,1574177951,86,1574177956,94284,0.9021622538566589
29598,1574178312,78,1574178317,281934,0.9614897966384888
29604,1573647906,482,1573647938,107250,0.9705161452293396
29627,1573647906,604,1573647946,115656,0.8642225861549377
29631,1573647906,1292,1573647992,99060,0.7607136964797974
29635,1574169382,42,1574169384,153984,0.9922405481338501
29648,1574169382,692,1574169428,124758,0.9795805215835571
29654,1574172108,50,1574172111,266574,0.9996770024299622
29676,1574172108,572,1574172146,194712,0.9932587742805481
29684,1574173732,40,1574173734,160556,0.9341885447502136
29701,1574173732,1262,1574173816,231360,0.9877959489822388
29718,1573662520,162,1573662530,161160,0.8661400079727173
29724,1573662520,412,1573662547,206555,0.9897034168243408
29735,1573662520,668,1573662564,81554,0.931549608707428
29739,1573662520,954,1573662583,32591,0.8253738284111023
29755,1573662520,1174,1573662598,105705,0.9332627058029175
29757,1573662520,1440,1573662616,123930,0.8332760334014893
29765,1573127905,86,1573127910,283679,0.9960588812828064
29783,1573127905,342,1573127927,180294,0.9834784865379333
29786,1573127905,1140,1573127981,135606,0.9767621755599976
29793,1573128498,66,1573128502,180153,0.9573941826820374
29810,1573241804,260,1573241821,225600,0.9954053163528442
29821,1573241804,348,1573241827,27811,0.7148993611335754
29835,1573241804,524,1573241838,171804,0.9485214948654175
29913,1573240591,352,1573240614,96720,0.9330219626426697
29924,1573240591,740,1573240640,167659,0.9885115623474121
29949,1573240591,830,1573240646,241800,0.9742543697357178
29967,1573241590,180,1573241602,297528,0.9971873164176941
30008,1573129341,66,1573129345,156600,0.9895228743553162
30012,1573129341,1502,1573129441,154614,0.945744514465332
30023,1573129341,1714,1573129455,95115,0.9295942187309265
30028,1574166742,514,1574166776,278892,0.975741446018219
30044,1574166742,1108,1574166815,46806,0.9217660427093506
30047,1574166742,1334,1574166830,171948,0.9615576267242432
30058,1574166742,1570,1574166846,96668,0.9572338461875916
30062,1574166562,58,1574166565,113425,0.7170903086662292
30074,1574166562,968,1574166626,99600,0.8835582733154297
30089,1574174340,114,1574174347,269929,0.9906648993492126
30122,1574179297,904,1574179357,161243,0.9965939521789551
30154,1573238153,162,1573238163,135042,0.928432047367096
30209,1573238153,902,1573238213,205905,0.8509640097618103
30258,1573133813,142,1573133822,223929,0.9681333899497986
30265,1573133813,562,1573133850,112197,0.9349977970123291
30272,1574261142,72,1574261146,235839,0.9944989681243896
30291,1574261142,264,1574261159,150290,0.9913527369499207
30308,1574261142,756,1574261192,142080,0.9766741991043091
30341,1574261142,1580,1574261247,79800,0.8442909717559814
30349,1574106501,62,1574106505,138252,0.9892377853393555
30357,1574106501,676,1574106546,165092,0.9864043593406677
30369,1574106501,884,1574106559,207552,0.9828018546104431
30376,1574106501,1184,1574106579,118680,0.9484166502952576
30386,1574107056,894,1574107115,137280,0.8996303081512451
30393,1574107056,1522,1574107157,61705,0.9603992104530334
30403,1574107719,1114,1574107793,141276,0.9931119680404663
30408,1574107719,1544,1574107821,103950,0.9802249073982239
30446,1574262089,80,1574262094,132650,0.9573134779930115
30461,1573593725,1008,1573593792,74625,0.9362448453903198
30476,1573593725,1178,1573593803,154850,0.9927728176116943
30490,1573592062,104,1573592068,119070,0.8790745735168457
30496,1573592062,228,1573592077,121472,0.9260256886482239
30499,1573592062,530,1573592097,133189,0.7953999638557434
30507,1573592062,1628,1573592170,188940,0.9888153672218323
30518,1573592062,1762,1573592179,148592,0.9870356917381287
30523,1574092273,706,1574092320,80400,0.9421690106391907
30541,1574092273,834,1574092328,312500,0.9973435997962952
30550,1574093121,92,1574093127,303888,0.8285578489303589
30563,1574095094,64,1574095098,269232,0.9883143305778503
30567,1574095598,1300,1574095684,85260,0.9738291501998901
30578,1574095598,1638,1574095707,264407,0.8900374174118042
30586,1574102346,916,1574102407,193501,0.811721920967102
30594,1574102346,1138,1574102421,240648,0.9949062466621399
30609,1574102346,1634,1574102454,107576,0.9277024269104004
30627,1573229173,114,1573229180,153375,0.9956476092338562
30642,1573229173,386,1573229198,168831,0.9583176374435425
30651,1574085305,280,1574085323,309266,0.9987578988075256
30662,1574087705,424,1574087733,133224,0.973935604095459
30669,1574087705,510,1574087739,300969,0.9851900339126587
30679,1574087705,842,1574087761,166453,0.9798049926757812
30688,1574087880,456,1574087910,156468,0.981498658657074
30694,1574088488,198,1574088501,121561,0.9428477883338928
30700,1574089634,48,1574089637,199984,0.9833585023880005
30717,1574089634,330,1574089656,264450,0.9043540358543396
30730,1573139371,406,1573139398,154536,0.9692418575286865
30739,1573228745,336,1573228767,126608,0.9386777281761169
30744,1573228745,774,1573228796,304343,0.9990885257720947
30754,1573228745,1368,1573228836,328200,0.9986059665679932
30774,1573139688,152,1573139698,168392,0.9906197786331177
30782,1573586991,652,1573587034,69825,0.904537558555603
30788,1573140303,64,1573140307,195316,0.9994232654571533
30797,1573140303,402,1573140329,286688,0.9985609650611877
30815,1573140303,616,1573140344,137973,0.9312902092933655
30825,1573140303,788,1573140355,301941,0.9968873262405396
30838,1573582002,34,1573582004,105840,0.9765415191650391
30855,1573582002,1258,1573582085,98431,0.9389938712120056
30865,1574081675,414,1574081702,146944,0.9890332818031311
30878,1573583223,390,1573583249,196724,0.9819797873497009
30883,1573583223,868,1573583280,220472,0.8815647959709167
30895,1574091600,94,1574091606,378225,0.9436108469963074
30907,1574091600,518,1574091634,265068,0.9952992796897888
30915,1574091600,620,1574091641,135995,0.9826122522354126
30925,1573142799,62,1573142803,84639,0.9930760264396667
30933,1574092046,104,1574092052,159588,0.992965817451477
30938,1574092046,114,1574092053,314000,0.9923524856567383
30970,1573578005,296,1573578024,160600,0.9903661608695984
30990,1573578005,682,1573578050,284400,0.9916068315505981
30997,1573578005,980,1573578070,132342,0.7008854150772095
31040,1574272362,808,1574272415,126253,0.9192513227462769
31052,1574272362,1172,1574272440,79128,0.905249834060669
31087,1573574471,34,1573574473,284280,0.9983128905296326
31095,1573574471,204,1573574484,176468,0.9141955375671387
31103,1573574471,510,1573574505,132768,0.9871604442596436
31109,1573574471,1122,1573574545,198103,0.9948795437812805
31116,1573574471,1136,1573574546,112671,0.9749191403388977
31123,1573574471,1216,1573574552,275355,0.9589834809303284
31145,1573145010,78,1573145015,192960,0.9892785549163818
31192,1573145010,534,1573145045,312501,0.997023344039917
31205,1573145010,706,1573145057,153758,0.7940235733985901
31209,1573145010,992,1573145076,119892,0.9971169233322144
31234,1573332292,264,1573332309,170016,0.8996714353561401
31250,1573570965,146,1573570974,153870,0.9784092307090759
31264,1573570965,596,1573571004,212000,0.9123307466506958
31275,1573570965,752,1573571015,194112,0.9922716617584229
31286,1573570965,1026,1573571033,188892,0.9096028804779053
81146,1574273192,1752,1574273308,187572,0.9957405924797058
31301,1574273311,318,1574273332,94348,0.7884132862091064
31319,1573332173,308,1573332193,122511,0.8527962565422058
31323,1573332173,382,1573332198,128169,0.9638956785202026
31339,1573568723,26,1573568724,149961,0.8947113752365112
31343,1573568723,62,1573568727,129540,0.8759519457817078
31364,1573568723,140,1573568732,57810,0.8631144762039185
71196,1573221319,1728,1573221434,271350,0.9988511800765991
31387,1573565599,216,1573565613,49680,0.7803105115890503
31394,1573565599,728,1573565647,289408,0.9994934797286987
31408,1573566989,294,1573567008,154224,0.9860091209411621
31415,1573568218,34,1573568220,100606,0.848545253276825
31422,1573568218,200,1573568231,269514,0.9920920133590698
31436,1574018433,82,1574018438,266680,0.7504106163978577
31445,1574018433,1296,1574018519,293888,0.83693528175354
31456,1574018703,916,1574018764,281260,0.9972500205039978
31468,1573329937,66,1573329941,295120,0.8047354221343994
31473,1573330116,598,1573330155,99814,0.8599345684051514
31479,1574017834,788,1574017886,103680,0.9806675314903259
31486,1574017834,986,1574017899,246237,0.9822498559951782
31502,1573325434,554,1573325470,165984,0.9842875003814697
31510,1573325434,840,1573325490,148200,0.9889941811561584
31518,1573325493,508,1573325526,134416,0.9623807668685913
31525,1573325493,1008,1573325560,304266,0.9980515837669373
31535,1573219109,330,1573219131,91235,0.9742400050163269
31541,1573219109,494,1573219141,198936,0.9958288669586182
31546,1573563459,596,1573563498,172770,0.9617701172828674
31562,1573563692,326,1573563713,190920,0.8937452435493469
31568,1573563692,824,1573563746,168400,0.8753641247749329
31581,1573563692,1004,1573563758,59052,0.9357910752296448
31586,1573563692,1326,1573563780,188877,0.9944344162940979
31621,1574007163,326,1574007184,121540,0.9906536936759949
31646,1574009036,58,1574009039,28175,0.8374083042144775
31664,1574009036,144,1574009045,195048,0.8304924368858337
31716,1574009036,774,1574009087,151980,0.843858003616333
31752,1574009036,1148,1574009112,278388,0.873319685459137
31814,1574009336,554,1574009372,191659,0.9950941205024719
31815,1574009336,556,1574009373,194112,0.9810822010040283
31844,1574009336,996,1574009402,209367,0.9944128394126892
31898,1573561381,372,1573561405,145408,0.9545370936393738
31907,1573561381,1456,1573561478,161880,0.9564482569694519
31912,1573561716,318,1573561737,155975,0.863460898399353
31924,1573322458,270,1573322476,108458,0.9487183690071106
31938,1573322517,610,1573322557,246015,0.9973984956741333
31945,1573216987,272,1573217005,171781,0.8916670083999634
31950,1573216987,490,1573217019,158595,0.9826583862304688
31956,1573216987,1192,1573217066,160125,0.9636120796203613
31964,1573217719,230,1573217734,330609,0.9987515211105347
31982,1573318900,1004,1573318966,186018,0.8212383985519409
32004,1573215284,820,1573215338,163020,0.9956522583961487
32011,1573215284,1528,1573215385,110396,0.886748194694519
32020,1573317793,54,1573317796,250848,0.9985789656639099
32070,1574008514,518,1574008548,98736,0.7339383363723755
32110,1573998231,76,1573998236,138006,0.9675394892692566
32115,1573998959,84,1573998964,126840,0.9792249798774719
32121,1573991546,68,1573991550,178321,0.7917113304138184
32139,1573216341,154,1573216351,287500,0.9997396469116211
32152,1573216341,336,1573216363,177316,0.9839651584625244
32166,1573216341,606,1573216381,162393,0.8870476484298706
32170,1573216341,926,1573216402,124992,0.9099466800689697
32177,1574011840,96,1574011846,157828,0.7854356169700623
32194,1573153520,402,1573153546,86292,0.99020916223526
32208,1573153520,1048,1573153589,163142,0.9852337837219238
32215,1574011958,122,1574011966,89056,0.8472331166267395
32224,1573155168,494,1573155200,61272,0.9164618253707886
32244,1574013089,714,1574013136,142480,0.9152783751487732
32253,1574370864,276,1574370882,236302,0.9928944706916809
32260,1574370864,780,1574370916,134274,0.7494908571243286
32264,1574370864,1244,1574370946,182595,0.9449927806854248
32274,1573314538,744,1573314587,163261,0.9903270602226257
32289,1573158166,298,1573158185,177684,0.9951299428939819
32335,1573158166,1126,1573158241,133712,0.8527243733406067
32350,1573158166,1584,1573158271,169624,0.9795148372650146
32371,1573158644,14,1573158644,205326,0.9936744570732117
32391,1573158644,772,1573158695,117990,0.9943455457687378
32406,1573158644,964,1573158708,132880,0.9880738854408264
32435,1573158644,1582,1573158749,300748,0.9980497360229492
32440,1573158644,1592,1573158750,269616,0.9903997182846069
32462,1573158764,330,1573158786,54240,0.8902604579925537
32490,1574277025,86,1574277030,153564,0.9533419609069824
32508,1574277025,272,1574277043,148626,0.7439609169960022
32529,1573159364,414,1573159391,366786,0.9974384307861328
32539,1573935403,100,1573935409,232721,0.7493433356285095
32543,1573935403,422,1573935431,174048,0.9162411689758301
32552,1573936627,80,1573936632,274955,0.8498507142066956
32560,1573933327,62,1573933331,116696,0.9758851528167725
32570,1573507496,336,1573507518,163439,0.9714339971542358
32572,1573507496,352,1573507519,335124,0.7390625476837158
32579,1573507496,1274,1573507580,120600,0.7999626994132996
32585,1573507496,1698,1573507609,169860,0.8580196499824524
32604,1573929069,330,1573929091,59004,0.8678374886512756
32612,1573929811,54,1573929814,208304,0.9846040606498718
32619,1573929867,62,1573929871,176660,0.9522797465324402
32626,1573311061,92,1573311067,110704,0.9813661575317383
32632,1573930273,760,1573930323,61425,0.9391611814498901
32637,1573930273,894,1573930332,182070,0.9866057634353638
32641,1573930273,902,1573930333,66732,0.9938462972640991
32659,1574276926,32,1574276928,274342,0.9990208148956299
32689,1574276926,278,1574276944,36442,0.7836429476737976
32700,1574276926,716,1574276973,118026,0.8978093266487122
32708,1574276926,878,1574276984,333945,0.9977924823760986
32724,1573925100,640,1573925142,114896,0.7484340667724609
32739,1573925218,242,1573925234,201960,0.9931906461715698
32748,1573503504,1708,1573503617,168260,0.9609447121620178
32759,1573500771,366,1573500795,98644,0.9190438985824585
32770,1573500771,1328,1573500859,91945,0.9926362037658691
32777,1573498479,150,1573498489,135700,0.9054305553436279
32786,1573498479,568,1573498516,96255,0.8632869720458984
32789,1573498479,694,1573498525,98553,0.9540805816650391
32797,1573498479,1472,1573498577,144855,0.9788779020309448
32804,1573498479,1556,1573498582,272616,0.9993936419487
32813,1573500124,208,1573500137,134970,0.9303527474403381
32835,1573920783,566,1573920820,99840,0.8634763360023499
32838,1573920783,746,1573920832,105184,0.9809285402297974
32851,1573496607,254,1573496623,275253,0.9996373057365417
32858,1573913535,74,1573913539,181704,0.9985750913619995
32869,1573913535,858,1573913592,175769,0.9771367907524109
32884,1573913535,1240,1573913617,256710,0.9928362965583801
32892,1573913736,8,1573913736,99703,0.93336421251297
32899,1573502603,344,1573502625,273900,0.9748690724372864
32935,1573905494,120,1573905502,110760,0.9933346509933472
32942,1573905494,720,1573905542,124478,0.9540137648582458
32947,1573905494,1460,1573905591,142680,0.7857533693313599
32950,1573306557,68,1573306561,25938,0.7206078767776489
32984,1574276300,662,1574276344,214760,0.9985645413398743
32999,1574276300,970,1574276364,136891,0.9593809247016907
33004,1574276300,980,1574276365,349888,0.9082685708999634
33042,1574276300,1154,1574276376,269450,0.9735695719718933
33055,1574276300,1392,1574276392,36765,0.7907785773277283
33062,1574276300,1510,1574276400,116766,0.8430275321006775
33078,1573307938,332,1573307960,89178,0.9854771494865417
33085,1574024219,140,1574024228,169812,0.8402748107910156
33091,1574024219,418,1574024246,159075,0.997977077960968
33101,1573320931,190,1573320943,122042,0.9423492550849915
33130,1573320931,1652,1573321041,193660,0.9937281608581543
33137,1573320931,1666,1573321042,157168,0.927618145942688
33153,1573306044,50,1573306047,157734,0.9956902861595154
33180,1573302862,284,1573302880,84378,0.9857546091079712
33192,1573302247,94,1573302253,311520,0.9997454285621643
33219,1573486621,232,1573486636,105360,0.9370981454849243
33250,1573484847,80,1573484852,309468,0.9795306324958801
33258,1573484847,646,1573484890,58100,0.9468671083450317
33272,1573484847,1092,1573484919,260286,0.9979305267333984
33307,1573483661,630,1573483703,278240,0.9931092262268066
33323,1574016837,1120,1574016911,182490,0.7990401983261108
33336,1573319802,350,1573319825,132430,0.9932537078857422
33341,1573319802,520,1573319836,298900,0.9971471428871155
33364,1573480007,320,1573480028,114243,0.9375749230384827
33380,1573311425,94,1573311431,270087,0.9984245300292969
33397,1573311425,284,1573311443,206460,0.9348962306976318
33399,1573311425,596,1573311464,106560,0.7397213578224182
33403,1573479219,650,1573479262,131376,0.9765782356262207
33408,1573479219,660,1573479263,64890,0.8106510639190674
33422,1573479219,874,1573479277,341092,0.9905405044555664
33428,1574016705,690,1574016751,131780,0.8619874715805054
33435,1573475513,614,1573475553,145416,0.9357685446739197
33446,1574016466,62,1574016470,113250,0.9933687448501587
33452,1573477248,82,1573477253,125800,0.926661491394043
33467,1574014560,1140,1574014636,256256,0.998711347579956
33487,1573300377,276,1573300395,163254,0.8519789576530457
33496,1573913986,630,1573914028,364550,0.9670354723930359
33516,1573503312,836,1573503367,159408,0.9305192232131958
33523,1573503312,1446,1573503408,307638,0.9987167716026306
33536,1573485990,102,1573485996,176712,0.953620433807373
33544,1573911149,100,1573911155,203742,0.9430378675460815
33552,1573911149,974,1573911213,269206,0.9958714246749878
33567,1573910330,188,1573910342,44550,0.7740334272384644
33583,1573486328,60,1573486332,135676,0.9760773777961731
33599,1573850702,332,1573850724,287154,0.9938324689865112
33612,1573850902,216,1573850916,131670,0.8039180636405945
33641,1573848008,694,1573848054,257580,0.9989943504333496
33669,1573848500,240,1573848516,190022,0.9878696203231812
33678,1573848500,310,1573848520,191079,0.9889547228813171
33687,1573848500,388,1573848525,178410,0.9907700419425964
33690,1573848500,394,1573848526,188754,0.9943922758102417
33694,1573848500,638,1573848542,197540,0.9962738156318665
33700,1573848500,1096,1573848573,255126,0.9892668128013611
33707,1573848500,1210,1573848580,244909,0.9891963601112366
33717,1573848500,1594,1573848606,197540,0.9929888844490051
33752,1573846595,334,1573846617,315350,0.9421249032020569
33762,1573846595,1764,1573846712,157920,0.8245255351066589
33769,1573843032,354,1573843055,164859,0.989359974861145
33776,1573843032,630,1573843074,38584,0.7361732721328735
33798,1573061580,138,1573061589,267154,0.9959172010421753
33812,1573061976,740,1573062025,288540,0.9910367727279663
33824,1573061976,878,1573062034,193998,0.9972867965698242
33850,1573063313,2108,1573063453,200979,0.9986222982406616
33856,1573063313,2258,1573063463,264918,0.874734103679657
33864,1573063313,2444,1573063475,148680,0.9712353944778442
33866,1573063313,2448,1573063476,291500,0.9986554384231567
33878,1573063313,3730,1573063561,187530,0.7577673196792603
33907,1573831990,1694,1573832102,166002,0.8157775402069092
33910,1573832254,506,1573832287,153171,0.9034464955329895
33922,1573833605,460,1573833635,263304,0.9980464577674866
33933,1573833605,1140,1573833681,162150,0.9448619484901428
33942,1573834669,32,1573834671,307945,0.9363774657249451
33964,1573834669,278,1573834687,90118,0.9511904120445251
33976,1573834669,624,1573834710,164025,0.890333890914917
33980,1573834669,664,1573834713,85790,0.9020614624023438
33984,1573834669,1360,1573834759,120790,0.9473698735237122
33999,1573073912,606,1573073952,109620,0.9911995530128479
34004,1573073912,874,1573073970,115260,0.751032292842865
34020,1573073912,2476,1573074077,149640,0.9609836339950562
34029,1574454604,186,1574454616,108086,0.9511910080909729
34038,1574454604,1588,1574454709,277140,0.7816000580787659
34042,1574455561,60,1574455565,157287,0.8976967334747314
34047,1574455561,148,1574455570,98600,0.9382807612419128
34049,1574455561,152,1574455571,275080,0.9597079753875732
34054,1574455561,648,1574455604,57096,0.9564545750617981
34067,1574455561,1158,1574455638,148122,0.9931581616401672
34083,1574455561,1614,1574455668,161934,0.984211802482605
34097,1574449799,58,1574449802,81787,0.9597258567810059
34106,1574449799,164,1574449809,159026,0.9594969153404236
39539,1574449855,72,1574449859,272545,0.9647867679595947
39541,1574449855,76,1574449860,96237,0.985673725605011
34116,1574451372,330,1574451394,154872,0.9930619597434998
34124,1574451558,84,1574451563,278960,0.9800159335136414
34138,1573077068,498,1573077101,248880,0.8132938742637634
34149,1573836059,170,1573836070,161070,0.9512681365013123
34157,1573836059,254,1573836075,79975,0.886542022228241
34168,1573836059,1268,1573836143,111290,0.9027023911476135
34176,1573838421,458,1573838451,270441,0.9993919730186462
34186,1573838421,554,1573838457,71610,0.8276370167732239
34188,1573838421,1596,1573838527,82654,0.9350940585136414
34199,1574441965,134,1574441973,203432,0.9716190695762634
34234,1574430036,558,1574430073,161008,0.8573077917098999
34238,1574430036,768,1574430087,111573,0.9828638434410095
34248,1574430036,1570,1574430140,113150,0.897365927696228
34262,1574431174,384,1574431199,160401,0.9910772442817688
34271,1574431627,1128,1574431702,165808,0.9938622117042542
34291,1574425205,64,1574425209,153032,0.9893220663070679
34294,1574425205,138,1574425214,193024,0.9846429824829102
34301,1574433412,88,1574433417,131220,0.8254354596138
34310,1573418885,838,1573418940,95632,0.7203118205070496
34325,1573418885,1672,1573418996,201252,0.8963208198547363
34336,1574434049,76,1574434054,136956,0.977373480796814
34342,1574434049,222,1574434063,147062,0.9814088344573975
34349,1574434049,652,1574434092,178215,0.9984897375106812
34357,1574435238,46,1574435241,199870,0.9929012060165405
34364,1574435238,310,1574435258,104829,0.9716998338699341
34376,1574435334,610,1574435374,212613,0.9984310269355774
34397,1573413874,842,1573413930,288290,0.9948506355285645
34408,1573413874,952,1573413937,110352,0.9119238257408142
34420,1573413874,1516,1573413975,328452,0.7426419854164124
85719,1573413992,8,1573413992,129920,0.9546946287155151
34433,1573412659,280,1573412677,124250,0.9143195152282715
34448,1573412659,1584,1573412764,131544,0.9935995936393738
34464,1573829571,1258,1573829654,122484,0.9924635887145996
34473,1573829755,506,1573829788,100182,0.9831957221031189
34497,1574384204,232,1574384219,138600,0.739507794380188
34535,1573408883,58,1573408886,123716,0.919254720211029
34563,1573828397,986,1573828462,157896,0.9946549534797668
34579,1573407787,154,1573407797,21971,0.7369815707206726
34584,1573407787,732,1573407835,117216,0.9956154227256775
34608,1574370724,280,1574370742,180774,0.9836117029190063
34685,1574365134,312,1574365154,116688,0.9471419453620911
34720,1573398024,902,1573398084,58116,0.9752432107925415
34724,1573398956,1306,1573399043,139500,0.7300342321395874
34732,1573398298,1028,1573398366,110554,0.9509768486022949
34746,1573398298,1476,1573398396,296008,0.9902293682098389
34754,1573398298,1664,1573398408,141752,0.795037567615509
34756,1573398298,1668,1573398409,294816,0.9985402822494507
34772,1573395506,540,1573395542,98326,0.7809718251228333
34777,1573395506,736,1573395555,186732,0.8811408281326294
34789,1574356621,288,1574356640,209820,0.8911219835281372
34808,1574356621,644,1574356663,184040,0.9962868094444275
34822,1574356621,862,1574356678,131378,0.886750340461731
34826,1574357192,462,1574357222,221720,0.9949039220809937
34848,1574352403,108,1574352410,88502,0.8757924437522888
34857,1574352403,436,1574352432,105298,0.9895610809326172
34863,1574352403,910,1574352463,203215,0.9652239680290222
34876,1574352403,1512,1574352503,79860,0.9655293226242065
34881,1574354178,266,1574354195,106875,0.9753352999687195
34893,1574354178,424,1574354206,121986,0.9893143773078918
34899,1574366833,104,1574366839,81954,0.8911488652229309
34905,1573393647,50,1573393650,151668,0.9592881202697754
34924,1574348890,54,1574348893,160744,0.987683117389679
34930,1573835747,84,1573835752,273700,0.8379757404327393
34953,1573835747,874,1573835805,85136,0.974301278591156
34964,1573835747,1174,1573835825,118851,0.870848536491394
34972,1573835747,1366,1573835838,73528,0.8776941895484924
34975,1573835747,1768,1573835864,145728,0.7519524693489075
34982,1574341599,68,1574341603,166500,0.9948638677597046
34992,1574341599,250,1574341615,145464,0.8665173053741455
35001,1574343000,76,1574343005,116620,0.9528073072433472
35005,1574343000,282,1574343018,182972,0.8679205775260925
35014,1573388770,70,1573388774,204768,0.7272083759307861
35064,1573386109,76,1573386114,306475,0.8735409379005432
35078,1573676428,1156,1573676505,302784,0.8673790097236633
35083,1573676428,1302,1573676514,173145,0.9868884682655334
35097,1573676428,1594,1573676534,307520,0.995764434337616
35112,1573677205,250,1573677221,299000,0.9809237122535706
35122,1573677205,478,1573677236,128588,0.9492696523666382
35123,1573677205,480,1573677237,148512,0.9505881071090698
35177,1573835866,544,1573835902,104228,0.8459504246711731
35180,1573824530,86,1573824535,234260,0.9359886050224304
35183,1574276534,0,1574276534,53303,0.858169436454773
35198,1574276534,410,1574276561,158802,0.7756648063659668
35213,1574276534,862,1574276591,176932,0.8671998977661133
35240,1574276534,1484,1574276632,152388,0.9853872060775757
35257,1574276534,1694,1574276646,150616,0.8925663828849792
35280,1574277344,186,1574277356,262995,0.9336711764335632
35319,1574277344,1340,1574277433,188795,0.9945293068885803
35331,1574277344,1676,1574277455,155232,0.8785706162452698
35359,1574284933,154,1574284943,59898,0.7397298812866211
35383,1574284933,264,1574284950,41318,0.8218162655830383
35408,1574284933,866,1574284990,32964,0.780660092830658
35425,1573675366,424,1573675394,54480,0.942105233669281
35441,1573675366,620,1573675407,285804,0.9981037974357605
35472,1573672148,148,1573672157,48020,0.9531474113464355
35487,1573672148,804,1573672201,209820,0.9975086450576782
35531,1573672826,214,1573672840,322691,0.9986763000488281
35541,1573672826,652,1573672869,135135,0.9570605754852295
35549,1573246782,88,1573246787,86856,0.8414463400840759
35557,1573246782,650,1573246825,216742,0.9962610602378845
35567,1573822219,60,1573822223,279900,0.9982117414474487
35578,1574274506,450,1574274536,236808,0.9497972130775452
