,start_timestamp,frame,actual_timestamp,area,probability
54037,1573837655,542,1573837691,164640,0.9581894278526306
54042,1574426724,58,1574426727,174340,0.9836613535881042
54052,1574426724,258,1574426741,189945,0.9913730621337891
54060,1574426724,526,1574426759,172494,0.9514759182929993
54067,1574427938,330,1574427960,213548,0.999123215675354
54081,1574427938,776,1574427989,168084,0.9888362884521484
54085,1574427938,1070,1574428009,159867,0.7038222551345825
54090,1574427938,1418,1574428032,274659,0.9982542991638184
54103,1574427938,1574,1574428042,145410,0.9944865107536316
54130,1573835515,278,1573835533,135255,0.9736998677253723
54138,1573836892,874,1573836950,72534,0.9404052495956421
54149,1574423601,328,1574423622,170456,0.8469523787498474
54153,1574423601,548,1574423637,342754,0.8476325273513794
54155,1574423601,754,1574423651,174944,0.7405613660812378
54189,1573416036,442,1573416065,111441,0.9338868260383606
54198,1573416036,746,1573416085,139797,0.9850944876670837
54200,1573416036,750,1573416086,282128,0.9847021102905273
54245,1573410736,584,1573410774,185802,0.9606186747550964
54305,1573409258,88,1573409263,156288,0.9891574382781982
54358,1574367858,368,1574367882,185318,0.9950421452522278
54372,1574367858,968,1574367922,281424,0.9898257851600647
54437,1573826434,666,1573826478,45287,0.9021117091178894
54446,1573826434,686,1573826479,275451,0.9430794715881348
54450,1573826434,694,1573826480,239328,0.9730051159858704
54481,1573826434,1198,1573826513,52920,0.8299064636230469
54527,1573826760,306,1573826780,167670,0.9938229322433472
54553,1573826760,418,1573826787,53770,0.9569734930992126
54614,1573826760,1118,1573826834,79344,0.9898692965507507
54651,1573826760,1764,1573826877,89428,0.9851440787315369
54666,1574362303,880,1574362361,135864,0.9934428930282593
54675,1574362303,1510,1574362403,108388,0.8345951437950134
54689,1574362964,440,1574362993,92394,0.9466638565063477
54708,1574362964,1160,1574363041,186320,0.9869176149368286
54738,1573405457,838,1573405512,195858,0.9901201725006104
54747,1573403846,580,1573403884,142800,0.9636962413787842
54751,1574354667,2,1574354667,86866,0.9804582595825195
54757,1574354667,164,1574354677,84672,0.8080139756202698
54777,1574354667,1094,1574354739,139444,0.9916329383850098
54791,1574354667,1182,1574354745,92742,0.9671761989593506
54801,1574354667,1510,1574354767,136170,0.9915707111358643
54825,1574357852,18,1574357853,211099,0.9898226261138916
54853,1574357852,204,1574357865,148824,0.9800737500190735
54866,1574357852,260,1574357869,163572,0.9801788926124573
54883,1574357852,540,1574357888,208794,0.9931954741477966
54898,1574357852,950,1574357915,126442,0.9672383069992065
54908,1574357852,1310,1574357939,323646,0.7211460471153259
54914,1574357852,1430,1574357947,127980,0.9826602339744568
54924,1574357852,1684,1574357964,93984,0.9073978662490845
54934,1573401673,356,1573401696,161802,0.9819067716598511
54945,1573401673,1364,1573401763,134900,0.910650908946991
54952,1573401673,1654,1573401783,192182,0.990817129611969
54959,1573677800,116,1573677807,160000,0.991765558719635
54969,1574352630,80,1574352635,286250,0.9980769157409668
54987,1574352797,686,1574352842,84346,0.7407841682434082
54992,1574352977,74,1574352981,82516,0.7053035497665405
54994,1574352977,984,1574353042,110691,0.9200800657272339
55002,1573673280,230,1573673295,320068,0.9946273565292358
55015,1573673826,486,1573673858,59768,0.7830689549446106
55035,1573670522,140,1573670531,196736,0.9966853857040405
55055,1573670522,1466,1573670619,173808,0.9860310554504395
55068,1573670522,1502,1573670622,153650,0.8971105813980103
55079,1573670522,1768,1573670639,53654,0.7389042377471924
55086,1574350360,62,1574350364,132400,0.8425564765930176
55111,1573679047,362,1573679071,149940,0.9625820517539978
55125,1573679047,1168,1573679124,51520,0.9067182540893555
55132,1573679047,1182,1573679125,105040,0.9486201405525208
55146,1573400076,1356,1573400166,183175,0.7532092332839966
55152,1574342733,62,1574342737,146566,0.9801220297813416
55162,1574347964,582,1574348002,112535,0.867594301700592
55175,1574347964,1084,1574348036,357552,0.9780640006065369
55177,1574347964,1246,1574348047,169155,0.9597419500350952
55183,1574347964,1442,1574348060,64436,0.9130533933639526
55195,1573819315,76,1573819320,190864,0.90230792760849
55199,1573819315,356,1573819338,176714,0.9835618138313293
55210,1573819315,554,1573819351,204753,0.945548951625824
55211,1573819315,556,1573819352,289632,0.9743508696556091
55217,1573819315,1180,1573819393,57820,0.9748730659484863
55224,1573819393,10,1573819393,57820,0.9748730659484863
55230,1573819393,1724,1573819507,307516,0.7237557172775269
55241,1573819629,238,1573819644,314883,0.988043487071991
55257,1573820239,76,1573820244,184470,0.9921548366546631
55272,1574337062,68,1574337066,283500,0.7117378115653992
55299,1574338725,488,1574338757,200445,0.9892450571060181
55313,1574338725,582,1574338763,156332,0.9890017509460449
55320,1574338725,618,1574338766,187600,0.9574827551841736
55330,1574338725,916,1574338786,205418,0.9990336298942566
55345,1574338725,1010,1574338792,171948,0.9434098601341248
55355,1574340782,82,1574340787,296128,0.9967449903488159
55368,1573666904,376,1573666929,156287,0.9912615418434143
55383,1573666904,822,1573666958,265665,0.9978582859039307
55387,1573666904,1044,1573666973,63756,0.7355747818946838
55403,1574340175,78,1574340180,189035,0.9845284223556519
55434,1573665793,264,1573665810,167088,0.998140275478363
55454,1573679406,610,1573679446,219486,0.9943413138389587
55471,1573679406,1078,1573679477,99234,0.7168005704879761
55481,1573391718,248,1573391734,357576,0.7504879832267761
55536,1573679522,656,1573679565,83760,0.9493224024772644
55544,1574282793,64,1574282797,265559,0.9803707003593445
55569,1574283204,378,1574283229,296694,0.9709370136260986
55578,1574283204,506,1574283237,38350,0.7003268599510193
55603,1574283204,948,1574283267,37538,0.8023080825805664
55612,1574283204,1242,1574283286,152148,0.9077203869819641
55623,1574283204,1618,1574283311,38354,0.7509291172027588
55649,1574283525,198,1574283538,40066,0.7329086065292358
55672,1574283525,594,1574283564,294168,0.9644705653190613
55684,1574283525,918,1574283586,43776,0.8479444980621338
55734,1574285250,130,1574285258,199977,0.8568148016929626
55740,1573657677,240,1573657693,176960,0.9836519360542297
55743,1573386721,564,1573386758,219098,0.8632416129112244
55793,1573247238,1242,1573247320,275396,0.9989442825317383
55864,1573246278,430,1573246306,201144,0.9266286492347717
55872,1573246278,826,1573246333,328900,0.9912644028663635
55894,1573656422,314,1573656442,139977,0.9722425937652588
55914,1573656422,1270,1573656506,58464,0.9846798777580261
55919,1573656422,1566,1573656526,145920,0.8105987310409546
55925,1574273935,14,1574273935,157360,0.9304240345954895
55933,1574274224,54,1574274227,282112,0.9943552017211914
55963,1573653735,342,1573653757,187230,0.9952043294906616
55976,1574270499,132,1574270507,79576,0.7555732727050781
55980,1574270499,140,1574270508,293544,0.9978705644607544
56029,1574270499,1722,1574270613,175330,0.9524310231208801
75327,1574271565,1798,1574271684,48576,0.8157381415367126
56040,1574271685,236,1574271700,121552,0.9933109879493713
56059,1574271685,602,1574271725,81472,0.977093517780304
56094,1574271685,1000,1574271751,207575,0.9962356090545654
56105,1574272181,108,1574272188,93972,0.9091883897781372
56123,1574274389,78,1574274394,297990,0.9992579221725464
56150,1574274389,160,1574274399,225120,0.9989439845085144
56154,1574274389,168,1574274400,276446,0.9830527901649475
56171,1574274389,298,1574274408,113948,0.9822772145271301
56201,1574274389,1414,1574274483,133399,0.929217517375946
56206,1574274389,1710,1574274503,36315,0.7061821222305298
56262,1573244091,1382,1573244183,260470,0.9965382218360901
56283,1573649386,290,1573649405,85250,0.9126742482185364
56287,1573649940,226,1573649955,126982,0.9884600043296814
56294,1573649940,640,1573649982,148338,0.7775035500526428
56311,1573242486,614,1573242526,112288,0.9399247169494629
56320,1573647036,130,1573647044,326826,0.9925711750984192
56331,1573647036,748,1573647085,298623,0.9660930037498474
56338,1573650310,210,1573650324,114049,0.923577070236206
56345,1573650310,520,1573650344,117586,0.8985565304756165
56349,1573650310,1198,1573650389,138348,0.8521798253059387
56389,1573243389,716,1573243436,159294,0.9727620482444763
56411,1573243389,1022,1573243457,265848,0.9959775805473328
56438,1573126794,378,1573126819,143008,0.9813036918640137
56442,1573645499,420,1573645527,183136,0.9197690486907959
56464,1574257310,88,1574257315,168918,0.9927019476890564
56470,1574257310,202,1574257323,153720,0.9560555815696716
56488,1574257310,672,1574257354,45870,0.7706047892570496
56497,1574263634,88,1574263639,166420,0.9582296013832092
56528,1574263634,1000,1574263700,216788,0.997967004776001
56546,1574263634,1194,1574263713,144714,0.9757529497146606
56564,1574268379,102,1574268385,99792,0.8599355220794678
56574,1574268379,208,1574268392,80206,0.9754125475883484
56581,1574268379,222,1574268393,192096,0.996376097202301
56583,1574268379,226,1574268394,207685,0.9684790372848511
56593,1574268379,278,1574268397,27632,0.8304576873779297
56632,1574268379,666,1574268423,123114,0.97324538230896
56650,1574268379,758,1574268429,150920,0.993739664554596
56702,1574268469,1184,1574268547,48175,0.7017543315887451
56717,1573236923,896,1573236982,314960,0.9911722540855408
56731,1573236923,1682,1573237035,322920,0.8520378470420837
56744,1573237041,612,1573237081,96760,0.8766534328460693
56750,1573237041,762,1573237091,126808,0.8700847029685974
56757,1573237041,880,1573237099,128443,0.9878092408180237
56777,1574251414,108,1574251421,335141,0.8824583292007446
56788,1574255271,80,1574255276,182988,0.7974698543548584
56797,1574255271,582,1574255309,305424,0.9759517312049866
56802,1574255271,1480,1574255369,127136,0.9926258325576782
56806,1574255954,454,1574255984,276896,0.9947825074195862
56825,1574255954,1374,1574256045,219328,0.9892868995666504
56835,1574267193,104,1574267199,304880,0.999459981918335
56856,1574267193,400,1574267219,132070,0.8290376663208008
56864,1574267193,474,1574267224,273888,0.9891549348831177
56878,1574267193,618,1574267234,96866,0.970694363117218
56894,1573644712,328,1573644733,159104,0.8596904873847961
56908,1573236322,184,1573236334,152145,0.9941575527191162
56916,1573236322,464,1573236352,209656,0.8283626437187195
56920,1573236322,582,1573236360,122836,0.8002399206161499
93816,1573235449,1774,1573235567,244098,0.8982080817222595
56948,1573235569,336,1573235591,34320,0.7851671576499939
56953,1573235569,706,1573235616,119777,0.8238528966903687
56965,1573235569,1302,1573235655,169500,0.9714333415031433
56980,1574275466,82,1574275471,297168,0.9987257122993469
56998,1574275466,204,1574275479,84096,0.8061650395393372
57009,1574275466,322,1574275487,333123,0.996550977230072
57023,1573131681,784,1573131733,358202,0.9982868432998657
57047,1573132535,68,1573132539,231039,0.9929118752479553
57055,1573132535,690,1573132581,193336,0.9791246056556702
57071,1573132535,938,1573132597,136627,0.9952084422111511
57082,1573132535,1444,1573132631,238136,0.9992699027061462
57088,1573132535,1550,1573132638,123202,0.8961007595062256
57096,1574194649,94,1574194655,210834,0.9932833909988403
57109,1574194649,1066,1574194720,192720,0.9928529262542725
57121,1574197152,154,1574197162,150400,0.9866160750389099
57136,1574197152,200,1574197165,124440,0.8424059748649597
57152,1574178711,80,1574178716,136320,0.9532589912414551
57155,1574178711,320,1574178732,168575,0.710406482219696
57161,1574178711,1052,1574178781,211120,0.9992471933364868
57173,1574178711,1300,1574178797,102648,0.9942318797111511
57178,1574181328,0,1574181328,186846,0.9941690564155579
57200,1574181328,304,1574181348,197548,0.990595281124115
57211,1574181328,734,1574181376,330720,0.9981059432029724
57228,1574181328,1626,1574181436,82896,0.8868861198425293
57232,1574181986,460,1574182016,160832,0.9653506278991699
57246,1574181986,1144,1574182062,250908,0.9892621040344238
57263,1574181986,1584,1574182091,157950,0.9399220943450928
57279,1574184862,58,1574184865,158097,0.7496172189712524
57288,1574186080,1452,1574186176,172334,0.9989267587661743
57316,1573135503,102,1573135509,303401,0.9970649480819702
57334,1574176656,58,1574176659,144786,0.9042872786521912
57343,1574176656,148,1574176665,144500,0.9717538356781006
57344,1574176656,150,1574176666,173768,0.9890264272689819
57356,1574176656,598,1574176695,146982,0.9967042803764343
57366,1574176656,1064,1574176726,131280,0.9601917266845703
57375,1574176656,1340,1574176745,186048,0.9435746669769287
57401,1573228151,76,1573228156,204960,0.9913798570632935
57408,1573228219,268,1573228236,211815,0.9944233298301697
57415,1573228219,636,1573228261,78000,0.8447901010513306
57422,1573228219,1220,1573228300,62832,0.755250096321106
57425,1573400888,1104,1573400961,119658,0.9796821475028992
57433,1573400888,1514,1573400988,309764,0.9985269904136658
57454,1573245592,762,1573245642,150537,0.9720674157142639
57463,1573137976,46,1573137979,154926,0.9369680881500244
57477,1573137976,538,1573138011,182736,0.8449224829673767
57498,1573137976,1340,1573138065,216540,0.999066174030304
57512,1573137976,1582,1573138081,154635,0.9907048940658569
57516,1574168114,62,1574168118,109886,0.9433495998382568
57525,1574169064,68,1574169068,140144,0.9905068874359131
57556,1573138429,396,1573138455,81176,0.8295044898986816
57570,1573138429,576,1573138467,341280,0.9966828227043152
57601,1573138429,672,1573138473,305085,0.9963020086288452
57643,1573588839,700,1573588885,114380,0.8704097867012024
57655,1573589050,258,1573589067,158916,0.9544951915740967
57663,1573140671,348,1573140694,231238,0.9611324071884155
57671,1573585288,226,1573585303,142970,0.9857850670814514
57684,1573585288,1080,1573585360,192511,0.9974350333213806
57692,1573225889,690,1573225935,268736,0.9975983500480652
57717,1573239966,626,1573240007,119776,0.9895612001419067
57743,1573239966,1638,1573240075,289281,0.998174250125885
57754,1573581144,164,1573581154,325815,0.9984879493713379
57764,1573581144,738,1573581193,157810,0.9747746586799622
57777,1573142036,80,1573142041,165204,0.9560990333557129
57785,1573142036,334,1573142058,165958,0.9977279901504517
57797,1573142036,504,1573142069,149778,0.993558406829834
57828,1574110093,1010,1574110160,166464,0.8727846145629883
57845,1573225283,320,1573225304,216114,0.985977053642273
57855,1573225283,838,1573225338,121426,0.8746322393417358
57860,1573225283,1302,1573225369,146316,0.9664286375045776
57877,1573238301,128,1573238309,289884,0.9988356232643127
57895,1573238301,548,1573238337,89170,0.9671648144721985
57947,1573238301,1670,1573238412,293276,0.9977485537528992
57964,1573143856,420,1573143884,164496,0.9958337545394897
57977,1573143856,656,1573143899,315560,0.9983471632003784
57979,1573143856,660,1573143900,323463,0.9956414103507996
57996,1573143856,722,1573143904,298800,0.9738364219665527
58012,1573143856,1086,1573143928,161733,0.9891847968101501
58024,1573143856,1256,1573143939,266175,0.9993366003036499
58039,1574094408,50,1574094411,154560,0.9868080019950867
58065,1574095836,624,1574095877,170510,0.9586814045906067
58074,1574102617,716,1574102664,177926,0.767535924911499
58080,1574102617,854,1574102673,347048,0.9988632798194885
58094,1574104519,466,1574104550,174492,0.9267730116844177
58102,1574104519,1100,1574104592,362709,0.9932319521903992
58118,1574104519,1132,1574104594,342576,0.9581037163734436
58128,1574108455,56,1574108458,132090,0.8165859580039978
58138,1574108455,266,1574108472,60816,0.897903561592102
58144,1574109038,52,1574109041,147168,0.7559213638305664
58150,1573223218,88,1573223223,190180,0.9926712512969971
58152,1573223218,92,1573223224,240640,0.9961947202682495
58184,1573145128,162,1573145138,308210,0.9997143745422363
58216,1573145325,164,1573145335,224903,0.9976072311401367
58242,1573578914,692,1573578960,143561,0.9948687553405762
58259,1573146158,68,1573146162,112668,0.9035567045211792
58269,1573146158,1276,1573146243,223184,0.9972624778747559
58279,1573146158,1632,1573146266,300480,0.99976646900177
58295,1573576856,366,1573576880,64172,0.9560871124267578
58301,1573576856,562,1573576893,210658,0.9709107279777527
58310,1573576856,1038,1573576925,155736,0.9090110063552856
58320,1573576926,502,1573576959,211531,0.9986562728881836
58338,1573576926,538,1573576961,94720,0.9924371838569641
58350,1573576926,1130,1573577001,179580,0.9922155141830444
58361,1573576926,1296,1573577012,308560,0.9803862571716309
58369,1573576926,1476,1573577024,76109,0.9392443895339966
58375,1574084370,144,1574084379,132566,0.7089571952819824
58377,1574084370,296,1574084389,156950,0.9910144805908203
58394,1574084370,764,1574084420,285912,0.9864907264709473
58416,1574084370,856,1574084427,191544,0.9852783679962158
58427,1573220576,360,1573220600,112554,0.9888510704040527
58434,1573220576,492,1573220608,98291,0.8958853483200073
58442,1573220576,1620,1573220684,125697,0.9504022598266602
58452,1574076933,96,1574076939,388662,0.9070109128952026
58462,1574079552,178,1574079563,160678,0.7623487114906311
58465,1574079552,184,1574079564,187726,0.9481437802314758
58472,1574079552,1142,1574079628,115730,0.7668864130973816
58476,1574079552,1312,1574079639,185955,0.873774528503418
58494,1573572039,410,1573572066,254064,0.998545229434967
58523,1573233911,222,1573233925,102850,0.7623221278190613
58539,1573570225,412,1573570252,346692,0.9996975064277649
58551,1573570225,444,1573570254,344736,0.9294498562812805
58567,1573150788,330,1573150810,146615,0.9841445684432983
58580,1573150788,808,1573150841,223100,0.9985166788101196
58581,1573150788,810,1573150842,274375,0.9990987181663513
58591,1573560772,776,1573560823,177246,0.8505277633666992
58604,1573561647,424,1573561675,59568,0.9840124249458313
58628,1573151740,668,1573151784,79540,0.9589853286743164
58631,1573151740,1016,1573151807,181792,0.9909062385559082
58633,1573151740,1020,1573151808,105488,0.9630510210990906
58643,1573151740,1682,1573151852,127800,0.789405882358551
58687,1574023183,418,1574023210,119978,0.9802544713020325
58705,1574023183,1440,1574023279,197780,0.874032199382782
58726,1574020616,216,1574020630,185130,0.9909126162528992
58736,1573153975,56,1573153978,83490,0.9220002293586731
58748,1573153975,224,1573153989,214560,0.9950541853904724
58759,1573153975,352,1573153998,325314,0.8126428127288818
58776,1573331773,36,1573331775,99822,0.9302501082420349
58780,1573331773,74,1573331777,265496,0.9196383357048035
58805,1573224305,42,1573224307,295450,0.9988409280776978
58816,1573224305,984,1573224370,168504,0.980227530002594
58866,1574009565,366,1574009589,69495,0.9778183698654175
58914,1574009565,768,1574009616,49266,0.8496185541152954
58974,1574013733,456,1574013763,82614,0.780829131603241
58990,1573155843,320,1573155864,89712,0.7531570196151733
59018,1573155843,1316,1573155930,202938,0.9951210021972656
59023,1573212257,1682,1573212369,356700,0.7873638272285461
59041,1574009273,62,1574009277,185420,0.9856130480766296
59084,1574006535,78,1574006540,177329,0.8818304538726807
59089,1574006535,918,1574006596,133340,0.9872265458106995
59144,1573324033,250,1573324049,147810,0.7037532329559326
59158,1573324200,156,1573324210,342021,0.7364411950111389
59165,1573324200,596,1573324239,126464,0.9418022632598877
59213,1573161235,1440,1573161331,114356,0.9050451517105103
59238,1573991848,60,1573991852,302673,0.9023513793945312
59248,1573991848,306,1573991868,190032,0.9726918339729309
59255,1573991940,106,1573991947,149902,0.7723110318183899
59259,1573993490,436,1573993519,172533,0.8760173320770264
59264,1573993490,1320,1573993578,170520,0.9838679432868958
59285,1573558954,610,1573558994,163560,0.9787863492965698
59289,1573217894,0,1573217894,81168,0.9865637421607971
59290,1573217894,330,1573217916,111150,0.8643082976341248
59293,1573217894,482,1573217926,240240,0.9978579878807068
59300,1573217894,1048,1573217963,110880,0.9634523391723633
59306,1573217894,1210,1573217974,66700,0.9454969763755798
59312,1573217894,1532,1573217996,174342,0.8769201040267944
59315,1573217894,1622,1573218002,152358,0.8729100227355957
59335,1573935951,68,1573935955,76544,0.7244000434875488
59339,1573994548,80,1573994553,141900,0.9887664318084717
59343,1573929694,768,1573929745,119262,0.9512187838554382
59355,1573930392,54,1573930395,107548,0.7627527117729187
59375,1573930392,1044,1573930461,125154,0.9991673827171326
59382,1573213484,210,1573213498,262119,0.9749211668968201
59397,1573213484,422,1573213512,191937,0.9747756719589233
59409,1573213484,1300,1573213570,213840,0.9894893169403076
59414,1573213484,1310,1573213571,361200,0.9713683724403381
59421,1573317159,86,1573317164,130698,0.9203329682350159
59427,1573500622,778,1573500673,142695,0.9326963424682617
59433,1573927225,62,1573927229,115710,0.9335417747497559
59474,1573927642,650,1573927685,176456,0.8958467841148376
59510,1573494808,136,1573494817,133179,0.8212217688560486
59518,1573494808,1032,1573494876,127232,0.9446242451667786
59522,1573494808,1166,1573494885,285045,0.7347597479820251
59528,1573494808,1568,1573494912,113353,0.9302414655685425
59534,1573495655,30,1573495657,140850,0.9854543209075928
59549,1573495655,622,1573495696,212240,0.9987481236457825
59556,1573495655,710,1573495702,169464,0.9968646764755249
59565,1573495655,834,1573495710,90909,0.9877603054046631
59569,1573495655,1386,1573495747,109740,0.771047830581665
59575,1573495655,1492,1573495754,119136,0.9955010414123535
59594,1573493210,454,1573493240,188448,0.9929580688476562
59599,1573493210,826,1573493265,86304,0.722883939743042
59602,1573923222,250,1573923238,157896,0.7403811812400818
59608,1573923222,610,1573923262,233695,0.8392562866210938
59618,1573492502,660,1573492546,252356,0.9787457585334778
59634,1573492502,954,1573492565,101844,0.9467824697494507
59641,1573914515,458,1573914545,325876,0.9996866583824158
59650,1573331909,70,1573331913,106774,0.7002949714660645
59652,1573331909,868,1573331966,135590,0.7338050603866577
59658,1573331909,1436,1573332004,156219,0.9929692149162292
59669,1573823044,66,1573823048,223504,0.9954157471656799
59678,1573823044,202,1573823057,159471,0.9701409339904785
59682,1573823044,432,1573823072,231540,0.9952250123023987
59698,1573327754,1006,1573327821,310175,0.9991632103919983
59710,1573327754,1196,1573327833,335400,0.9974611401557922
59728,1573327754,1640,1573327863,132436,0.8828950524330139
59742,1573483453,68,1573483457,220698,0.9991838932037354
59761,1573910655,144,1573910664,269808,0.9646718502044678
59764,1573910655,150,1573910665,105444,0.9650254249572754
59770,1573911815,74,1573911819,136510,0.8879653215408325
59777,1573911815,158,1573911825,282480,0.9572668075561523
59796,1573909959,36,1573909961,131409,0.8787090182304382
59797,1573910251,62,1573910255,279718,0.7416186928749084
59800,1573912711,66,1573912715,109500,0.8164436221122742
59810,1573912711,862,1573912768,276485,0.9990308284759521
59824,1573912711,1074,1573912782,173784,0.9394919872283936
59833,1573912711,1228,1573912792,215517,0.9964045882225037
59839,1573912711,1570,1573912815,158920,0.8805618286132812
59857,1573822924,1530,1573823026,179046,0.993636965751648
59870,1573822924,1750,1573823040,139949,0.9962019324302673
59892,1573313978,60,1573313982,200992,0.9773246049880981
59913,1573313978,130,1573313986,204776,0.985239565372467
59917,1573313978,138,1573313987,144963,0.9859713315963745
59926,1573313978,580,1573314016,107879,0.9466519951820374
59939,1574173507,58,1574173510,123008,0.9648537039756775
59950,1574173507,262,1574173524,139641,0.9673713445663452
59960,1574171952,58,1574171955,136345,0.9745186567306519
59990,1574171952,1450,1574172048,83552,0.7490200996398926
59994,1573491212,60,1573491216,137984,0.9943534135818481
59999,1573491212,252,1573491228,123403,0.8044306039810181
60004,1573491212,530,1573491247,121257,0.965275228023529
60015,1573491212,1612,1573491319,117764,0.9614527821540833
60037,1574171721,92,1574171727,190960,0.9992016553878784
60049,1574171721,230,1574171736,269276,0.998676598072052
60056,1574171721,424,1574171749,217657,0.9964340329170227
60067,1574171721,994,1574171787,168165,0.9677749276161194
60072,1574171721,1426,1574171816,164430,0.9955158233642578
60087,1573308080,68,1573308084,172125,0.9945163130760193
60098,1573915987,72,1573915991,292810,0.9350249171257019
60130,1573306734,1060,1573306804,357782,0.9257829785346985
60158,1573314949,206,1573314962,200749,0.9963462352752686
60164,1573473497,72,1573473501,292274,0.9888799786567688
60185,1573915784,76,1573915789,141168,0.7049480676651001
60196,1573914756,454,1573914786,306768,0.974857747554779
60212,1573304229,44,1573304231,144377,0.9873777031898499
60238,1573300438,88,1573300443,147231,0.7643408179283142
60246,1573302007,32,1573302009,171938,0.9882935881614685
60267,1573060754,318,1573060775,207360,0.9900426268577576
60279,1573060754,700,1573060800,157665,0.9969043135643005
60290,1573060754,1474,1573060852,191464,0.9729896783828735
60296,1573060754,1846,1573060877,265440,0.8495385050773621
60303,1573060754,2102,1573060894,201496,0.9665306210517883
60316,1573060754,2674,1573060932,170912,0.8742740750312805
60320,1573060754,3460,1573060984,193148,0.9980156421661377
60333,1573061663,150,1573061673,278460,0.9989309906959534
60354,1573061663,378,1573061688,192639,0.9884074926376343
60426,1573069786,70,1573069790,140049,0.9785635471343994
60444,1573849817,54,1573849820,111111,0.9863460659980774
60447,1573849817,528,1573849852,122126,0.810761570930481
60451,1573849817,768,1573849868,93555,0.7751879096031189
60466,1573074080,1020,1573074148,123120,0.9754565358161926
60485,1573847163,196,1573847176,160923,0.9055041074752808
60504,1573842138,178,1573842149,173652,0.986459493637085
60513,1573842138,506,1573842171,213840,0.9971843361854553
60535,1573842138,1138,1573842213,216176,0.776915967464447
60537,1573842269,68,1573842273,206424,0.9092003703117371
60544,1573842269,172,1573842280,171304,0.9827405214309692
60566,1573842269,974,1573842333,115335,0.8112791776657104
60567,1573842269,976,1573842334,118026,0.949243426322937
60572,1573842269,1048,1573842338,196209,0.9948198795318604
60580,1573842269,1348,1573842358,197135,0.9986903667449951
60589,1573842388,406,1573842415,118525,0.9774786829948425
60592,1573842388,684,1573842433,120500,0.7107534408569336
60597,1573842388,1010,1573842455,136710,0.9144007563591003
60603,1573840689,218,1573840703,158420,0.9943181276321411
60630,1573840689,1118,1573840763,98235,0.9972855448722839
60639,1573840689,1210,1573840769,166453,0.9864674210548401
60646,1573840689,1718,1573840803,87720,0.7459635138511658
60654,1573840689,3692,1573840935,211310,0.9979965686798096
60667,1573840689,4544,1573840991,125426,0.8748381733894348
60668,1573840689,4546,1573840992,159840,0.8875164985656738
60673,1573840689,4686,1573841001,105194,0.9505901336669922
60691,1574453698,1046,1574453767,69012,0.9647438526153564
60698,1573838681,96,1573838687,299882,0.7143898606300354
60706,1573838681,718,1573838728,184988,0.9868842959403992
60714,1574451454,564,1574451491,146174,0.9682363271713257
60730,1574453938,136,1574453947,295906,0.9793016314506531
60739,1574437949,498,1574437982,110376,0.9781307578086853
60746,1574437949,1002,1574438015,101104,0.862443745136261
60752,1574437949,1598,1574438055,162504,0.99348384141922
60759,1574444555,88,1574444560,125607,0.8362252712249756
60770,1574446814,98,1574446820,196875,0.9847015142440796
60780,1574447274,72,1574447278,94944,0.8299379944801331
60784,1574447274,346,1574447297,203036,0.9623363018035889
60815,1574436655,86,1574436660,177206,0.9939094185829163
60823,1574436655,342,1574436677,136068,0.9643245339393616
60834,1574436655,1224,1574436736,86868,0.9877365231513977
60854,1574432484,432,1574432512,157170,0.9954200387001038
60865,1573834333,74,1573834337,298914,0.9983469247817993
60878,1573834333,216,1573834347,85608,0.7411704659461975
60883,1574426181,176,1574426192,188760,0.9695952534675598
60889,1574426181,778,1574426232,163134,0.9352051019668579
60901,1574426674,62,1574426678,220704,0.9946154356002808
60908,1573419605,400,1573419631,157708,0.9794555306434631
60912,1573419605,860,1573419662,101132,0.8624469041824341
60924,1574425087,82,1574425092,283203,0.9235060214996338
60931,1574425087,962,1574425151,293544,0.9765896797180176
60947,1574425087,1202,1574425167,193545,0.9634020924568176
60951,1574425935,66,1574425939,155744,0.7950183153152466
60957,1574425935,206,1574425948,149960,0.849349319934845
60964,1574425935,804,1574425988,154432,0.9438754320144653
60977,1574434378,748,1574434427,183032,0.8340661525726318
61024,1573418072,1332,1573418160,124257,0.7708557844161987
61034,1573830085,122,1573830093,190485,0.9975143671035767
61059,1573415736,618,1573415777,101400,0.7759400606155396
61089,1573411505,1630,1573411613,200236,0.7373989820480347
61093,1574381242,56,1574381245,128625,0.733473539352417
61144,1573825798,84,1573825803,165874,0.8733838796615601
61150,1573825798,158,1573825808,220785,0.982110321521759
61160,1573825798,392,1573825824,191052,0.983421802520752
61166,1573825798,498,1573825831,116624,0.9468644857406616
61175,1573826179,88,1573826184,54054,0.9376091361045837
61185,1573826179,288,1573826198,58330,0.9233184456825256
61203,1573826179,816,1573826233,163710,0.9895151853561401
61222,1574434725,54,1574434728,186030,0.9977656602859497
61242,1574434725,320,1574434746,94600,0.9287606477737427
61248,1574434725,390,1574434751,103972,0.9368111491203308
61259,1574368380,446,1574368409,90115,0.9931369423866272
61267,1574370745,280,1574370763,124344,0.7747085690498352
61272,1574370745,396,1574370771,280749,0.905161440372467
61282,1574370745,1170,1574370823,183237,0.9927441477775574
61286,1574370745,1520,1574370846,134736,0.8163183331489563
61300,1573404932,488,1573404964,192226,0.8274867534637451
61307,1573404932,582,1573404970,111100,0.9504686594009399
61317,1574365254,316,1574365275,193747,0.9299967885017395
61323,1573681288,270,1573681306,138424,0.8392879366874695
